fw	class	nMethods	nPorted
Helium	std::__1::__shared_ptr_emplace<(anonymous namespace)::TexturePoolProgressivePOTAllocationPolicy<-2, 11>, std::__1::allocator<(anonymous namespace)::TexturePoolProgressivePOTAllocationPolicy<-2, 11>>>	4	0
Helium	std::__1::__shared_ptr_emplace<HGPool::FixedTotalUsageServicingPolicy, std::__1::allocator<HGPool::FixedTotalUsageServicingPolicy>>	4	0
Helium	std::__1::__shared_ptr_emplace<HGPool::FixedServicingPolicy, std::__1::allocator<HGPool::FixedServicingPolicy>>	4	0
Helium	std::__1::__shared_ptr_emplace<HGPool::FixedGroupServicingPolicy, std::__1::allocator<HGPool::FixedGroupServicingPolicy>>	4	0
Helium	HGHWBlendFlipped	4	0
Helium	HGLoggerUtils	4	0
Helium	HGTraceGuard	4	0
Helium	HGGLSetCurrentContextGuard	4	0
Helium	HGMemory	4	0
Helium	HGCSimpleSpatialDenoise	4	0
Helium	HGColorConformNodeListItem	4	0
Helium	HGWhiteBalanceRAW	4	0
Helium	HGPool::EntryEventHandler<__CVBuffer*, HGCVPixelBufferPool::Descriptor>	4	0
Helium	std::__1::__shared_ptr_emplace<(anonymous namespace)::HGCVPixelBufferAllocator, std::__1::allocator<(anonymous namespace)::HGCVPixelBufferAllocator>>	4	0
Helium	SessionManager	4	0
Helium	HGAntiAliasLUTInfo	4	0
Helium	HGSMAAPatternSearch	4	0
Helium	HGSMAABlend	4	0
Helium	HGAntiAliasLUTEntry	4	0
Helium	HGAVASpatialAverageAdaptive_LowerField	4	0
Helium	HGAVASpatialAverageAdaptive_UpperField	4	4
Helium	HKSolidColor	4	0
ProChannel	OZCurveDoubleSplineState	3	0
ProChannel	OZChannelUint32Info	3	0
ProChannel	OZCurveIntSplineState	3	0
ProChannel	OZChannelAngleInfo	3	0
ProChannel	OZCurveAngleSplineState	3	0
ProChannel	OZChannelShearAngleInfo	3	0
ProChannel	OZChannelAspectRatioInfo	3	0
ProChannel	OZChannelAspectRatioFootageInfo	3	0
ProChannel	OZChannelGammaFootageInfo	3	0
ProChannel	OZChannelUint16Info	3	0
ProChannel	OZChannelSeedInfo	3	0
ProChannel	OZCurveEnumSplineState	3	0
ProChannel	OZChannelDecibelInfo	3	0
ProChannel	OZChannelFrameInfo	3	0
ProChannel	OZChannelTimecodeInfo	3	0
ProChannel	std::__1::__tree<std::__1::__value_type<OZChannelBase*, OZChannelBase::ResetCallbackDataTable::ResetCallbackData>, std::__1::__map_value_compare<OZChannelBase*, std::__1::pair<OZChannelBase* const, OZChannelBase::ResetCallbackDataTable::ResetCallbackData>, std::__1::less<OZChannelBase*>, true>, std::__1::allocator<std::__1::pair<OZChannelBase* const, OZChannelBase::ResetCallbackDataTable::ResetCallbackData>>>	3	0
ProChannel	std::__1::vector<void*, std::__1::allocator<void*>>	3	0
ProChannel	std::__1::vector<_OZKeyframeInfo, std::__1::allocator<_OZKeyframeInfo>>	3	0
ProChannel	std::__1::vector<std::__1::pair<OZCurveNode*, OZCurveNodeParam*>, std::__1::allocator<std::__1::pair<OZCurveNode*, OZCurveNodeParam*>>>	3	0
ProChannel	PCException	3	0
ProChannel	std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>	3	0
ProChannel	OZCurveBoolSplineState	3	0
ProChannel	std::__1::vector<std::__1::pair<CMTime, void*>, std::__1::allocator<std::__1::pair<CMTime, void*>>>	3	0
ProChannel	OZChannelBlindDataInfo	3	0
ProChannel	OZChannelBoolInfo	3	0
ProChannel	OZChannelButtonInfo	3	0
ProChannel	non-virtual thunk to OZChannelColorNoAlpha	3	0
ProChannel	std::__1::vector<OZVertex2D, std::__1::allocator<OZVertex2D>>	3	0
ProChannel	OZChannelCurveInfo	3	0
ProChannel	std::__1::vector<bool, std::__1::allocator<bool>>	3	0
ProChannel	OZChannelDoubleInfo	3	0
ProChannel	std::__1::vector<float, std::__1::allocator<float>>	3	0
ProChannel	non-virtual thunk to OZChannelGradientFolder	3	0
ProChannel	non-virtual thunk to OZChannelGradientSample	3	0
ProChannel	OZChannelProgressInfo	3	0
ProChannel	non-virtual thunk to OZChannelRotation3D	3	0
ProChannel	OZChannelTextInfo	3	0
ProChannel	non-virtual thunk to OZChannelVertexFolder	3	0
ProChannel	non-virtual thunk to OZCompoundChannel	3	0
ProChannel	OZChanObjectRefInfo	3	0
ProChannel	OZAccelerateInterpolator	3	0
ProChannel	OZDecelerateInterpolator	3	1
ProChannel	OZEaseInterpolator	3	0
ProChannel	OZChannelPercentInfo	3	0
ProChannel	OZCurvePercentSplineState	3	0
ProChannel	CHChannelTransformSelector	3	0
ProChannel	CHChannelAngle	3	0
ProChannel	CHChannelPercent	3	0
ProChannel	CHChannelShearAngle	3	0
ProChannel	CHChannelAspectRatio	3	0
ProChannel	CHChannelAspectRatioFootage	3	0
ProChannel	CHChannelGammaFootage	3	0
ProChannel	CHChannelSeed	3	0
ProChannel	CHChannelFrame	3	0
ProChannel	CHChannelTimecode	3	0
ProChannel	CHChannelVaryingFolder	3	0
ProChannel	CHChannelGradientRGBFolder	3	0
ProChannel	CHChannelGradientAlphaFolder	3	0
ProChannel	CHChannelGradientSample	3	0
ProChannel	CHChannelGradientSampleRGB	3	0
ProChannel	CHChannelGradientSampleAlpha	3	0
ProChannel	CHChannelVertexFolder	3	0
ProCore	cc_matrix	3	0
ProCore	Json::StreamWriter::Factory	3	0
ProCore	Json::Writer	3	0
ProCore	PCException_WriteError	3	0
ProCore	std::__1::vector<PCAtomBox*, std::__1::allocator<PCAtomBox*>>	3	0
ProCore	PCEvictionHeap<std::__1::__map_iterator<std::__1::__tree_iterator<std::__1::__value_type<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, PCCacheImpl<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, PCCFRef<vImageConverter*>, PCNoLock, std::__1::less<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>>>::Data>, std::__1::__tree_node<std::__1::__value_type<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, PCCacheImpl<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, PCCFRef<vImageConverter*>, PCNoLock, std::__1::less<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>>>::Data>, void*>*, long>>>	3	0
ProCore	std::__1	3	0
ProCore	std::__1::__tree<std::__1::__value_type<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, PCCacheImpl<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, PCCFRef<vImageConverter*>, PCNoLock, std::__1::less<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>>>::Data>, std::__1::__map_value_compare<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, std::__1::pair<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat> const, PCCacheImpl<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, PCCFRef<vImageConverter*>, PCNoLock, std::__1::less<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>>>::Data>, std::__1::less<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>>, true>, std::__1::allocator<std::__1::pair<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat> const, PCCacheImpl<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>, PCCFRef<vImageConverter*>, PCNoLock, std::__1::less<std::__1::tuple<PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat, PCCFRef<CGColorSpace*>, PCColorUtil::AlphaFormat>>>::Data>>>	3	0
ProCore	std::__1::__tree<std::__1::__value_type<PCHash128, PCCacheImpl<PCHash128, PCColorSpaceHandle, PCNoLock, std::__1::less<PCHash128>>::Data>, std::__1::__map_value_compare<PCHash128, std::__1::pair<PCHash128 const, PCCacheImpl<PCHash128, PCColorSpaceHandle, PCNoLock, std::__1::less<PCHash128>>::Data>, std::__1::less<PCHash128>, true>, std::__1::allocator<std::__1::pair<PCHash128 const, PCCacheImpl<PCHash128, PCColorSpaceHandle, PCNoLock, std::__1::less<PCHash128>>::Data>>>	3	0
ProCore	std::__1::__tree<std::__1::__value_type<Json::Value::CZString, Json::Value>, std::__1::__map_value_compare<Json::Value::CZString, std::__1::pair<Json::Value::CZString const, Json::Value>, std::__1::less<Json::Value::CZString>, true>, std::__1::allocator<std::__1::pair<Json::Value::CZString const, Json::Value>>>	3	0
ProCore	std::__1::__tree<std::__1::__value_type<std::__1::tuple<PCColorSpaceHandle const>, PCCacheImpl<std::__1::tuple<PCColorSpaceHandle const>, PCHash128, PCNoLock, std::__1::less<std::__1::tuple<PCColorSpaceHandle const>>>::Data>, std::__1::__map_value_compare<std::__1::tuple<PCColorSpaceHandle const>, std::__1::pair<std::__1::tuple<PCColorSpaceHandle const> const, PCCacheImpl<std::__1::tuple<PCColorSpaceHandle const>, PCHash128, PCNoLock, std::__1::less<std::__1::tuple<PCColorSpaceHandle const>>>::Data>, std::__1::less<std::__1::tuple<PCColorSpaceHandle const>>, true>, std::__1::allocator<std::__1::pair<std::__1::tuple<PCColorSpaceHandle const> const, PCCacheImpl<std::__1::tuple<PCColorSpaceHandle const>, PCHash128, PCNoLock, std::__1::less<std::__1::tuple<PCColorSpaceHandle const>>>::Data>>>	3	0
ProCore	PCICCTransferFunction	3	3
ProCore	PCVector4<double>& PCMatrix44Tmpl<double>	3	0
ProCore	std::__1::vector<PCSingleton::Info, std::__1::allocator<PCSingleton::Info>>	3	0
ProCore	std::__1::vector<PCTimecodeMode*, std::__1::allocator<PCTimecodeMode*>>	3	0
ProCore	PCShared_base	3	3
ProCore	std::__1::vector<PCScope*, std::__1::allocator<PCScope*>>	3	0
ProCore	void std::__1::__split_buffer<PCStreamElement**, std::__1::allocator<PCStreamElement**>>	3	0
ProCore	std::__1::vector<(anonymous namespace)::label_t, std::__1::allocator<(anonymous namespace)::label_t>>	3	0
ProCore	PCBezierNamespace::SampledContour	3	0
ProCore	PCArray<double, PCArray_Traits<double>>	3	0
ProCore	PCUnsupportedOperationException	3	0
ProCore	PCException_ScopeUndefined	3	0
ProCore	PCException_NoElementDefined	3	0
ProCore	PCException_AttributeUndefined	3	0
ProCore	std::__1::shared_ptr<std::__1::vector<unsigned char, std::__1::allocator<unsigned char>>>	3	0
ProCore	PCSystemException	3	0
ProCore	ProCore::Private::ChannelTypeTraits<half>	3	0
ProCore	std::__1::basic_stringbuf<char, std::__1::char_traits<char>, std::__1::allocator<char>>	3	0
ProCore	PCAssertionException	3	0
ProCore	std::__1::vector<int, std::__1::allocator<int>>	3	0
ProCore	PCDivideByZeroException	3	0
ProCore	PCBitstreamReader	3	0
ProCore	ImplicitLine	3	0
ProCore	std::__1::pair<BezInfo, BezInfo>	3	0
ProCore	PCStackTrace	3	0
ProCore	std::__1::vector<void*, std::__1::allocator<void*>>	3	0
ProCore	cc::lut_t::processor_t	3	0
ProCore	std::__1::__end_state<char>	3	0
ProCore	std::__1::__empty_state<char>	3	0
ProCore	std::__1::__l_anchor_multiline<char>	3	0
ProCore	std::__1::__r_anchor_multiline<char>	3	0
ProCore	std::__1::__word_boundary<char, std::__1::regex_traits<char>>	3	0
ProCore	std::__1::__match_char_collate<char, std::__1::regex_traits<char>>	3	0
ProCore	std::__1::__match_char<char>	3	0
ProCore	std::__1::__back_ref_icase<char, std::__1::regex_traits<char>>	3	0
ProCore	std::__1::__back_ref_collate<char, std::__1::regex_traits<char>>	3	0
ProCore	std::__1::__back_ref<char>	3	0
ProCore	std::__1::__begin_marked_subexpression<char>	3	0
ProCore	std::__1::__end_marked_subexpression<char>	3	0
ProCore	std::__1::__repeat_one_loop<char>	3	0
ProCore	std::__1::__empty_non_own_state<char>	3	0
ProCore	std::__1::__match_any<char>	3	0
ProCore	std::__1::vector<std::__1::sub_match<std::__1::__wrap_iter<char const*>>, std::__1::allocator<std::__1::sub_match<std::__1::__wrap_iter<char const*>>>>	3	0
ProCore	cc_hsl	3	0
ProCore	cc_YIQ	3	0
ProCore	PCCachedFunctionImpl<PCHash128, PCColorSpaceHandle const&>	3	0
ProCore	PCEvictionHeap<std::__1::__map_iterator<std::__1::__tree_iterator<std::__1::__value_type<PCHash128, PCCacheImpl<PCHash128, PCColorSpaceHandle, PCNoLock, std::__1::less<PCHash128>>::Data>, std::__1::__tree_node<std::__1::__value_type<PCHash128, PCCacheImpl<PCHash128, PCColorSpaceHandle, PCNoLock, std::__1::less<PCHash128>>::Data>, void*>*, long>>>	3	0
ProCore	PCEvictionHeap<std::__1::__map_iterator<std::__1::__tree_iterator<std::__1::__value_type<std::__1::tuple<PCColorSpaceHandle const>, PCCacheImpl<std::__1::tuple<PCColorSpaceHandle const>, PCHash128, PCNoLock, std::__1::less<std::__1::tuple<PCColorSpaceHandle const>>>::Data>, std::__1::__tree_node<std::__1::__value_type<std::__1::tuple<PCColorSpaceHandle const>, PCCacheImpl<std::__1::tuple<PCColorSpaceHandle const>, PCHash128, PCNoLock, std::__1::less<std::__1::tuple<PCColorSpaceHandle const>>>::Data>, void*>*, long>>>	3	0
ProCore	std::__1::vector<PCEdgeVertex, std::__1::allocator<PCEdgeVertex>>	3	0
ProCore	std::__1::vector<PCSharedMutex::ReaderInfo, std::__1::allocator<PCSharedMutex::ReaderInfo>>	3	0
ProCore	PCGenBlockRef<double>	3	0
ProCore	PCGenBlockRef<float>	3	0
ProCore	PCMatrixErrorException	3	0
ProCore	PCGenVector<double>	3	0
ProCore	IntermediateLargeInteger	3	0
ProCore	PCBadIndexException	3	0
ProCore	Json::Features	3	0
ProCore	std::__1::vector<Json::Reader::StructuredError, std::__1::allocator<Json::Reader::StructuredError>>	3	0
ProCore	std::__1::vector<Json::OurReader::StructuredError, std::__1::allocator<Json::OurReader::StructuredError>>	3	0
ProCore	Json::RuntimeError	3	0
ProCore	Json::LogicError	3	0
ProCore	Json::Value::CommentInfo	3	0
ProCore	Json::OurCharReader	3	0
ProCore	PCCaptionSRT	3	0
ProCore	ThreadInfoObj	3	0
ProCore	PCMutableCaptioniTT	3	0
Ozone	OZBehaviorFactory	3	0
Ozone	OZChannelBehaviorFactory	3	0
Ozone	OZChannelAffectedNodesImpl	3	0
Ozone	OZCurve	3	0
Ozone	PCSerializer	3	0
Ozone	OZObject::iterator_t<OZImageNode, false, true, OZExposeNodeValidator>	3	0
Ozone	OZObject::iterator_t<OZSceneNode, false, true, OZObject::defaultValidator>	3	0
Ozone	OZObject::iterator_t<OZAudioTrack, false, true, OZObject::defaultValidator>	3	0
Ozone	OZObject::iterator_t<OZAudioTrack, true, true, OZObject::defaultValidator>	3	0
Ozone	OZObject::iterator_t<OZImageElement, false, true, OZObject::defaultValidator>	3	0
Ozone	OZObject::iterator_t<OZImageElement, true, true, dropZoneValidator>	3	0
Ozone	OZObject::iterator_t<OZSceneNodeFile, false, true, OZObject::defaultValidator>	3	0
Ozone	OZObject::iterator_t<OZTransformNode, false, true, OZFitCalcValidator>	3	0
Ozone	OZObject::iterator_t<OZTransformNode, true, true, OZFitCalcValidator>	3	0
Ozone	OZObject::iterator_t<OZAudioMasterTrack, true, true, OZObject::defaultValidator>	3	0
Ozone	OZObject::iterator_t<OZGroup, true, true, OZObject::defaultValidator>	3	0
Ozone	OZObject::iterator_t<OZElement, false, true, OZFitCalcValidator>	3	0
Ozone	OZObject::iterator_t<OZElement, true, true, OZFitCalcValidator>	3	0
Ozone	OZObject::iterator_t<OZFootage, false, true, OZObject::defaultValidator>	3	0
Ozone	PCPtr<LiSimpleCamera>& PCPtr<LiSimpleCamera>	3	0
Ozone	std::__1::deque<OZScene*, std::__1::allocator<OZScene*>>	3	0
Ozone	void std::__1::__split_buffer<OZPXSchedule*, std::__1::allocator<OZPXSchedule*>>	3	0
Ozone	void std::__1::__split_buffer<OZMETimeConverterData*, std::__1::allocator<OZMETimeConverterData*>>	3	0
Ozone	void std::__1::__split_buffer<PCNSRef<FFStreamVideo*>*, std::__1::allocator<PCNSRef<FFStreamVideo*>*>>	3	0
Ozone	void std::__1::__split_buffer<OZSceneNode**, std::__1::allocator<OZSceneNode**>>	3	0
Ozone	void std::__1::__split_buffer<OZRenderResult**, std::__1::allocator<OZRenderResult**>>	3	0
Ozone	void std::__1::__split_buffer<OZChannelFolder**, std::__1::allocator<OZChannelFolder**>>	3	0
Ozone	void std::__1::__split_buffer<OZFxPlugRenderContext**, std::__1::allocator<OZFxPlugRenderContext**>>	3	0
Ozone	void std::__1::__split_buffer<OZGroup**, std::__1::allocator<OZGroup**>>	3	0
Ozone	void std::__1::__split_buffer<OZScene**, std::__1::allocator<OZScene**>>	3	0
Ozone	void std::__1::__split_buffer<OZLocking**, std::__1::allocator<OZLocking**>>	3	0
Ozone	void std::__1::__split_buffer<signed char*, std::__1::allocator<signed char*>>	3	0
Ozone	void std::__1::__split_buffer<int*, std::__1::allocator<int*>>	3	0
Ozone	std::length_error	3	0
Ozone	OZCurrentThread	3	0
Ozone	OZObject::all_iterator_t<OZFxFilter, false, true, OZObject::defaultAllValidator>	3	0
Ozone	OZObject::all_iterator_t<OZRigBehavior, false, true, OZObject::defaultAllValidator>	3	0
Ozone	bool findBounds<OZObject	3	0
Ozone	PCArray<PCPlane<double>, PCArray_Traits<PCPlane<double>>>	3	0
Ozone	PCQuat<double>	3	0
Ozone	PCArray<LiLight, PCArray_Traits<LiLight>>	3	0
Ozone	PCSvd<double>	3	0
Ozone	OZElement::OZElement_lrSizeImpl	3	0
Ozone	OZElement::OZElement_lrSizeInfo	3	0
Ozone	OZChannelDoubleImpl	3	0
Ozone	OZElement::OZElement_lrIntensityImpl	3	0
Ozone	OZElement::OZElement_lrIntensityScaleImpl	3	0
Ozone	OZElement::OZElement_lrOpacityImpl	3	0
Ozone	OZElement::OZElement_reflectivityImpl	3	0
Ozone	OZElement::OZElement_reflectionBlurImpl	3	0
Ozone	OZElement::OZElement_reflectionBeginFalloffImpl	3	0
Ozone	OZElement::OZElement_reflectionBeginFalloffInfo	3	0
Ozone	OZElement::OZElement_reflectionEndFalloffImpl	3	0
Ozone	OZElement::OZElement_reflectionEndFalloffInfo	3	0
Ozone	OZElement::OZElement_reflectionFalloffExponentImpl	3	0
Ozone	OZElement::OZElement_reflectionFalloffExponentInfo	3	0
Ozone	OZElement::OZElement_castsReflectionImpl	3	0
Ozone	OZElement::OZElement_conversionImpl	3	0
Ozone	OZElement::OZElement_conversionTypeImpl	3	0
Ozone	OZElement::OZElement_dropShadowOpacityImpl	3	0
Ozone	OZElement::OZElement_dropShadowBlurImpl	3	0
Ozone	OZElement::OZElement_dropShadowBlurInfo	3	0
Ozone	OZElement::OZElement_dropShadowDistanceImpl	3	0
Ozone	OZElement::OZElement_dropShadowAngleImpl	3	0
Ozone	OZChannelAngle	3	0
Ozone	OZChannelAngleImpl	3	0
Ozone	OZElement::OZElement_cropInfo	3	0
Ozone	PCArray<PCPtr<LiImageFilter>, PCArray_Traits<PCPtr<LiImageFilter>>>	3	0
Ozone	std::__1::vector<PCVector2<double>, std::__1::allocator<PCVector2<double>>>	3	0
Ozone	std::__1::pair<std::__1::__tree_iterator<OZSnap, std::__1::__tree_node<OZSnap, void*>*, long>, bool> std::__1::__tree<OZSnap, std::__1::less<OZSnap>, std::__1::allocator<OZSnap>>	3	0
Ozone	OZChannelAspectRatioFootageImpl	3	0
Ozone	OZFootage::OZFootage_fixedWidthInfo	3	0
Ozone	OZChannelUint32Impl	3	0
Ozone	OZFootage::OZFootage_fixedHeightInfo	3	0
Ozone	OZFootage::OZFootage_exposureInfo	3	0
Ozone	OZFootage::OZFootage_defogInfo	3	0
Ozone	OZFootage::OZFootage_kneeLowInfo	3	0
Ozone	OZFootage::OZFootage_kneeHighInfo	3	0
Ozone	OZChannelGammaFootageImpl	3	0
Ozone	PCBitmap_t<PCPixel4<ProCore::Private::PixelInfoTemplate<(PCPixelFormat::ChannelOrder)3>>>	3	0
Ozone	std::__1::vector<int, std::__1::allocator<int>>	3	0
Ozone	OZChannelDecibelImpl	3	0
Ozone	LiImageSource	3	0
Ozone	OZImageElement::OZImageElement_pageNumberImpl	3	0
Ozone	OZImageElement::OZImageElement_pageNumberInfo	3	0
Ozone	OZImageElement::OZImageElement_timeScaleImpl	3	0
Ozone	OZImageElement::OZImageElement_retimeFrameCacheImpl	3	0
Ozone	OZImageElement::OZImageElement_loopDurationImpl	3	0
Ozone	OZImageElement::OZImageElement_layerImpl	3	0
Ozone	OZImageElement::OZImageElement_layerInfo	3	0
Ozone	OZImageElement::OZImageElement_dropInputIDImpl	3	0
Ozone	OZImageElement::OZImageElement_dropInputIDInfo	3	0
Ozone	OZImageElement::OZImageElement_dropPanImpl	3	0
Ozone	OZImageElement::OZImageElement_dropPanInfo	3	0
Ozone	OZImageElement::OZImageElement_dropScaleImpl	3	0
Ozone	OZImageElement::OZImageElement_dropFillOpaqueImpl	3	0
Ozone	OZImageElement::OZImageElement_dropWidthImpl	3	0
Ozone	OZImageElement::OZImageElement_dropWidthInfo	3	0
Ozone	OZImageElement::OZImageElement_dropHeightImpl	3	0
Ozone	OZImageElement::OZImageElement_dropHeightInfo	3	0
Ozone	std::__1::vector<CMTime, std::__1::allocator<CMTime>>	3	0
Ozone	OZGroup::OZGroup_dimensionTypeImpl	3	0
Ozone	OZGroup::OZGroup_fixedWidthImpl	3	0
Ozone	OZGroup::OZGroup_fixedWidthInfo	3	0
Ozone	OZGroup::OZGroup_fixedHeightImpl	3	0
Ozone	OZGroup::OZGroup_fixedHeightInfo	3	0
Ozone	OZGroup::OZGroup_versionImpl	3	0
Ozone	OZEffect_Base	3	0
Ozone	OZDropZoneTypeUndoParams	3	0
Ozone	void std::__1::__uninitialized_allocator_relocate[abi:nqe210106]<std::__1	3	0
Ozone	OZFxPlugColorCorrectionController_UIComponent	3	0
Ozone	std::__1::vector<LightingStyleLight, std::__1::allocator<LightingStyleLight>>	3	0
Ozone	ProShade::VarT<ProShade::Node>	3	0
Ozone	ProShade::VarT<ProShade::UniformNode>	3	0
Ozone	ProShade::VarT<ProShade::Const>	3	0
Ozone	PCArray<ProShade::VarT<ProShade::Node>, PCArray_Traits<ProShade::VarT<ProShade::Node>>>	3	0
Ozone	ProShade::VarT<ProShade::SamplerNode>	3	0
Ozone	non-virtual thunk to OZMaterialCompoundLayer	3	0
Ozone	std::__1::vector<PCNSRef<NSURL*>, std::__1::allocator<PCNSRef<NSURL*>>>	3	0
Ozone	OZChannelSeedImpl	3	0
Ozone	std::__1::vector<OZTimelineOverlap, std::__1::allocator<OZTimelineOverlap>>	3	0
Ozone	PCMatrix44Tmpl<float>	3	0
Ozone	OZCompoundChannel	3	0
Ozone	std::__1::vector<OZSimStateElement, std::__1::allocator<OZSimStateElement>>	3	0
Ozone	non-virtual thunk to OZChannelMaterialLayerMap	3	0
Ozone	OZChannelAspectRatioImpl	3	0
Ozone	std::__1::vector<std::__1::shared_ptr<PCImage>, std::__1::allocator<std::__1::shared_ptr<PCImage>>>	3	0
Ozone	std::__1::vector<float vector[3], std::__1::allocator<float vector[3]>>	3	0
Ozone	std::__1::vector<std::__1::pair<HGRef<HGNode>, int>, std::__1::allocator<std::__1::pair<HGRef<HGNode>, int>>>	3	0
Ozone	non-virtual thunk to OZChannelImageWithOptions	3	0
Ozone	OZChannelImageWithOptions::OZChannelImageWithOptions_frameImpl	3	0
Ozone	OZChannelImageWithOptions::OZChannelImageWithOptions_frameInfo	3	0
Ozone	PCBitmap_t<PCPixel4<ProCore::Private::PixelInfoTemplate<(PCPixelFormat::ChannelOrder)13>>>	3	0
Ozone	std::__1::vector<std::__1::list<OZShapeBehaviorVertexCacheEntry*, std::__1::allocator<OZShapeBehaviorVertexCacheEntry*>>, std::__1::allocator<std::__1::list<OZShapeBehaviorVertexCacheEntry*, std::__1::allocator<OZShapeBehaviorVertexCacheEntry*>>>>	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_radiusImpl	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_radiusInfo	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_rectSizeImpl	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_rectSizeInfo	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_waveAmplitudeImpl	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_waveAmplitudeInfo	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_waveFrequencyImpl	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_waveFrequencyInfo	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_wavePhaseInfo	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_waveDampingImpl	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_waveDampingInfo	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_offsetImpl	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_frequencyImpl	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_frequencyInfo	3	0
Ozone	OZMotionPathBehavior::OZMotionPathBehavior_endTimeOffsetChanImpl	3	0
Ozone	OZHCopyMaskAlphaToMaskRGB	3	0
Ozone	OZHCopyMaskRGBToMaskAlpha	3	0
Ozone	std::__1::vector<OZLibEntryFileInfo, std::__1::allocator<OZLibEntryFileInfo>>	3	0
Ozone	OZCamera::OZCamera_cameraTypeImpl	3	0
